id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,year,stats,tags,description
6732401,,Maison de l'Archéologie des Vosges du Nord,,,,NIEDERBRONN-LES-BAINS,France,fr,open,,,,,,2014,payant:2008;gratuit:680;label-date:01/02/2003,label:musee de france,
6748207,22290183,Musée Historique,2,Rue du Vieux Marché aux Poissons,67065,Strasbourg,France,fr,open,48.579946,7.750767983802181,,,,2014,payant:20463;gratuit:26785;label-date:01/02/2003,label:musee de france,
6748213,486650189,Musée Tomi Ungerer,,Rue Joseph Massol,67073,Strasbourg,France,fr,open,48.58570885,7.755036989998281,,,,2014,payant:20175;gratuit:20566;label-date:18/04/2008,label:musee de france,
6755001,2176631839,Musée de la Bataille du 6 Août 1870,,Cour du Château,67360,Wœrth,France,fr,open,48.9388096,7.7472595,,,,2014,payant:0;gratuit:50;label-date:01/02/2003,label:musee de france,
6806603,47576073,Musée Bartholdi,30,Rue des Marchands,68000,Colmar,France,fr,open,48.0766092,7.357482163734775,,,,2014,payant:12006;gratuit:6429;label-date:01/02/2003,label:musee de france,
6806602,47577843,Musée d'Histoire Naturelle et d'Ethnographie de Colmar,,Cour,68000,Colmar,France,fr,open,48.07362435,7.358821938150863,,,,2014,payant:10000;gratuit:8867;label-date:01/02/2003,label:musee de france,
6822401,343385574,Musée des Beaux-Arts,,Rue Guillaume Tell,68100,Mulhouse,France,fr,open,47.7457898,7.3384212,,,,2014,payant:0;gratuit:19548;label-date:01/02/2003,label:musee de france,
6822409,449007880,Musée Minéralogique de la Société Industrielle de Mulhouse,,Autodrome du Musée de l'Automobile,68100,Mulhouse,France,fr,closed,47.7612848,7.327971551196445,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
6827702,1138681,Musée du Dolder,16,Rue du Général de Gaulle,68340,Riquewihr,France,fr,open,48.166885,7.298560434089087,,,,2014,payant:1622;gratuit:460;label-date:01/02/2003,label:musee de france,
6827801,1936849476,Musée du Papier Peint,28,Rue Zuber,68170,Rixheim,France,fr,open,47.7444268,7.3972851,,,,2014,payant:7042;gratuit:4816;label-date:01/02/2003,label:musee de france,
6834301,261857352,Ecomusée d'Alsace,,Chemin des Remparts,68190,Ungersheim,France,fr,open,47.85306625,7.2871333354354615,,,,2014,payant:138857;gratuit:57412;label-date:01/02/2003,label:musee de france,
6834701,5144762817,Musée du Sapeur Pompier d'Alsace (Anciennement à Mulhouse),38,Rue de Luppach,68480,Vieux-Ferrette,France,fr,open,47.5040397,7.3041592,,,,2014,payant:6400;gratuit:0;label-date:01/02/2003,label:musee de france,
2431101,,Musée Départemental de la Poupée et du Jouet,,,,NONTRON,France,fr,closed,,,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
2452002,,Musée de Sarlat et du Périgord Noir,,,,SARLAT-LA-CANEDA,France,fr,closed,,,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
3305701,,Musée Municipal de Blasimon,,,,BLASIMON,France,fr,closed,,,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
3306306,79981701,Musée des Arts Décoratifs et du Design,33,Rue Bouffard,33000,Bordeaux,France,fr,open,44.838875200000004,-0.580228639189566,,,,2014,payant:11004;gratuit:35036;label-date:01/02/2003,label:musee de france,
3324302,265021487,Musée Historique ou du Vieux Libourne (Robin),,Avenue de la Gare,,Guîtres,France,fr,closed,45.038131199999995,-0.19740907772227706,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
3339401,4870482921,Musée d'Histoire et d'Archéologique,,Place du 11 Novembre 1918,33330,Saint-Émilion,France,fr,closed,44.8959729,-0.1551283,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
4016701,,Atelier-Musée  (Ecomusée de la Grande Landes),,,,LUXEY,France,fr,closed,,,,,,2014,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
4019201,580649793,Musée Despiau-Wlérick,6,Place Marguerite de Navarre,40000,Mont-de-Marsan,France,fr,open,43.8925268,-0.4993529,,,,2014,payant:0;gratuit:10722;label-date:01/02/2003,label:musee de france,
4716701,3110116210,Musée du Liège et du Bouchon,,Rue du Puits,47170,Mézin,France,fr,open,44.0564056,0.2561249,,,,2014,payant:3365;gratuit:1157;label-date:05/07/2006,label:musee de france,
4719501,175744724,Musée du Château Henri IV,3,Rue Sederie,47600,Nérac,France,fr,open,44.1360265,0.3418098475080772,,,,2014,payant:15201;gratuit:7518;label-date:01/02/2003,label:musee de france,
4729201,5827779554,Musée de Préhistoire Mésolithique Laurent Coulonges,,D 68,47500,Sauveterre-la-Lémance,France,fr,open,44.5904194,1.0137463,,,,2014,payant:2709;gratuit:206;label-date:01/02/2003,label:musee de france,
0331002,90587179,Musée des Arts D'Afrique et D'Asie,16,Avenue Thermale,03200,Vichy,France,fr,open,46.128228,3.419954892380618,,,,2014,payant:2684;gratuit:1925;label-date:01/02/2003,label:musee de france,
